s,real,imag
0,-15.0,0.0
1,-13.0,0.0
2,-9.0,0.0
3,-11.0,0.0
4,-1.0,0.0
5,-3.0,0.0
6,-7.0,0.0
7,-5.0,0.0
8,15.0,0.0
9,13.0,0.0
10,9.0,0.0
11,11.0,0.0
12,1.0,0.0
13,3.0,0.0
14,7.0,0.0
15,5.0,0.0
