s,bin,real,imag
0,0000,1.0,0.0
1,0001,0.92388,0.382683
2,0010,0.707107,0.707107
3,0011,0.382683,0.92388
4,0100,0.0,1.0
5,0101,-0.382683,0.92388
6,0110,-0.707107,0.707107
7,0111,-0.92388,0.382683
8,1000,-1.0,0.0
9,1001,-0.92388,-0.382683
10,1010,-0.707107,-0.707107
11,1011,-0.382683,-0.92388
12,1100,-0.0,-1.0
13,1101,0.382683,-0.92388
14,1110,0.707107,-0.707107
15,1111,0.92388,-0.382683
