s,bin,real,imag
0,0000,-15.0,0.0
1,0001,-13.0,0.0
2,0010,-11.0,0.0
3,0011,-9.0,0.0
4,0100,-7.0,0.0
5,0101,-5.0,0.0
6,0110,-3.0,0.0
7,0111,-1.0,0.0
8,1000,1.0,0.0
9,1001,3.0,0.0
10,1010,5.0,0.0
11,1011,7.0,0.0
12,1100,9.0,0.0
13,1101,11.0,0.0
14,1110,13.0,0.0
15,1111,15.0,0.0
