s,real,imag
0,1.0,0.0
1,0.92388,0.382683
2,0.382683,0.92388
3,0.707107,0.707107
4,-0.92388,0.382683
5,-0.707107,0.707107
6,0.0,1.0
7,-0.382683,0.92388
8,0.92388,-0.382683
9,0.707107,-0.707107
10,-0.0,-1.0
11,0.382683,-0.92388
12,-1.0,0.0
13,-0.92388,-0.382683
14,-0.382683,-0.92388
15,-0.707107,-0.707107
