step,BER
1e-06,0.113041875
2.782559402207126e-06,0.0829375
7.742636826811277e-06,0.027537
2.1544346900318823e-05,0.004326250000000001
5.994842503189409e-05,0.0028568749999999996
0.0001668100537200059,0.002714
0.00046415888336127773,0.00318
0.0012915496650148827,0.005209500000000001
0.003593813663804626,0.018610750000000002
0.01,0.4731087499999999
