step,BER
1e-06,0.04536975
2.782559402207126e-06,0.03513799999999999
7.742636826811277e-06,0.018361
2.1544346900318823e-05,0.00010925
5.994842503189409e-05,8.662499999999999e-05
0.0001668100537200059,7.337500000000001e-05
0.00046415888336127773,6.7e-05
0.0012915496650148827,8.2e-05
0.003593813663804626,0.00015837500000000001
0.01,0.26687500000000003
